transfer_id,customer_id,transfer_ts,source_country,dest_country,corridor,send_currency,dest_currency,send_amount_gbp,fee_gbp,total_cost_gbp,fx_mid_rate,fx_spread,customer_rate,recipient_amount,fx_margin_gbp,n_line_items
577129,15602,2011-11-17 19:52:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,46.8,1.76,48.56,139.0,0.009,137.749,6446.65,0.42,1
577130,15861,2011-11-17 19:58:00,United Kingdom,India,United Kingdom -> India,GBP,INR,165.0,1.37,166.37,105.0,0.0047,104.5065,17243.57,0.78,1
577132,13599,2011-11-18 08:21:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,184.26,1.76,186.02,139.0,0.009,137.749,25381.63,1.66,3
577133,13962,2011-11-18 08:47:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,51.95,0.53,52.48,200.0,0.014,197.2,10244.54,0.73,4
577134,14434,2011-11-18 08:56:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,340.8,3.24,344.04,1150.0,0.0051,1144.135,389921.21,1.74,2
577135,12427,2011-11-18 08:56:00,Germany,USA,Germany -> USA,GBP,USD,239.72,1.77,241.49,1.27,0.0067,1.261491,302.4,1.61,6
577136,17163,2011-11-18 08:57:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,170.0,0.9,170.9,355.0,0.0123,350.6335,59607.7,2.09,2
577137,14110,2011-11-18 08:59:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,325.44,3.09,328.53,1150.0,0.0051,1144.135,372347.29,1.66,1
577138,13079,2011-11-18 09:03:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,17.7,0.81,18.51,1150.0,0.0051,1144.135,20251.19,0.09,1
577139,16500,2011-11-18 09:04:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,42.9,0.81,43.71,1150.0,0.0051,1144.135,49083.39,0.22,3
577140,13269,2011-11-18 09:10:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,55.6,1.39,56.99,1.17,0.0094,1.159002,64.44,0.52,3
577141,13269,2011-11-18 09:11:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,553.14,3.48,556.62,1.17,0.0094,1.159002,641.09,5.2,27
577142,13985,2011-11-18 09:19:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,344.51,3.27,347.78,1150.0,0.0051,1144.135,394165.95,1.76,18
577143,13200,2011-11-18 09:31:00,United Kingdom,India,United Kingdom -> India,GBP,INR,142.88,1.37,144.25,105.0,0.0047,104.5065,14931.89,0.67,9
577146,16414,2011-11-18 09:42:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,75.45,0.81,76.26,1150.0,0.0051,1144.135,86324.99,0.38,4
577148,13941,2011-11-18 09:43:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,1253.66,11.91,1265.57,1150.0,0.0051,1144.135,1434356.28,6.39,9
577152,14277,2011-11-18 09:53:00,France,Ghana,France -> Ghana,GBP,GHS,499.4,3.05,502.45,15.5,0.011,15.3295,7655.55,5.49,24
577155,13050,2011-11-18 09:56:00,United Kingdom,India,United Kingdom -> India,GBP,INR,349.4,1.47,350.87,105.0,0.0047,104.5065,36514.57,1.64,17
577156,13471,2011-11-18 09:57:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,604.73,2.54,607.27,15.5,0.0124,15.3078,9257.09,7.5,34
577157,12451,2011-11-18 09:58:00,Switzerland,USA,Switzerland -> USA,GBP,USD,925.64,6.57,932.21,1.27,0.005,1.26365,1169.68,4.63,44
577158,16293,2011-11-18 09:58:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,342.83,1.97,344.8,15.5,0.0124,15.3078,5247.97,4.25,20
577160,16134,2011-11-18 10:05:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,334.56,3.18,337.74,1150.0,0.0051,1144.135,382781.81,1.71,19
577161,18210,2011-11-18 10:18:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,280.3,1.93,282.23,71.0,0.0075,70.4675,19752.04,2.1,15
577162,13323,2011-11-18 10:24:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,137.3,1.3,138.6,1150.0,0.0051,1144.135,157089.74,0.7,4
577165,13171,2011-11-18 10:27:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,195.52,1.6,197.12,5.8,0.0141,5.71822,1118.03,2.76,10
577166,12936,2011-11-18 10:37:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,102.0,1.97,103.97,15.5,0.0124,15.3078,1561.4,1.26,1
577167,16511,2011-11-18 10:41:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,367.56,3.27,370.83,1.17,0.0107,1.157481,425.44,3.93,66
577168,12603,2011-11-18 10:42:00,Germany,Poland,Germany -> Poland,GBP,PLN,739.2,4.36,743.56,5.05,0.0068,5.01566,3707.58,5.03,2
577169,14641,2011-11-18 10:42:00,United Kingdom,India,United Kingdom -> India,GBP,INR,110.46,1.37,111.83,105.0,0.0047,104.5065,11543.79,0.52,7
577170,13456,2011-11-18 10:46:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,200.45,1.9,202.35,1150.0,0.0051,1144.135,229341.86,1.02,7
577171,17159,2011-11-18 10:52:00,United Kingdom,India,United Kingdom -> India,GBP,INR,612.21,2.57,614.78,105.0,0.0047,104.5065,63979.92,2.88,46
577172,17760,2011-11-18 10:56:00,United Kingdom,India,United Kingdom -> India,GBP,INR,115.05,1.37,116.42,105.0,0.0047,104.5065,12023.47,0.54,16
577173,14849,2011-11-18 10:57:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,579.86,3.07,582.93,355.0,0.0123,350.6335,203318.34,7.13,20
577174,17841,2011-11-18 10:58:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,314.08,2.98,317.06,1150.0,0.0051,1144.135,359349.92,1.6,87
577175,14849,2011-11-18 10:58:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,223.06,1.18,224.24,355.0,0.0123,350.6335,78212.31,2.74,11
577176,13305,2011-11-18 11:07:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,316.45,1.68,318.13,355.0,0.0123,350.6335,110957.97,3.89,14
577177,12748,2011-11-18 11:10:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,4.16,0.73,4.89,5.8,0.0141,5.71822,23.79,0.06,1
577178,12618,2011-11-18 11:10:00,Italy,Nigeria,Italy -> Nigeria,GBP,NGN,177.31,1.42,178.73,1150.0,0.0113,1137.005,201602.36,2.0,11
577179,18061,2011-11-18 11:20:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,92.4,0.82,93.22,355.0,0.0123,350.6335,32398.54,1.14,2
577180,12380,2011-11-18 11:27:00,Belgium,Poland,Belgium -> Poland,GBP,PLN,1040.39,8.12,1048.51,5.05,0.0069,5.015155,5217.72,7.18,17
577182,16945,2011-11-18 11:39:00,United Kingdom,India,United Kingdom -> India,GBP,INR,304.7,1.37,306.07,105.0,0.0047,104.5065,31843.13,1.43,17
577202,12989,2011-11-18 11:47:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,354.96,3.16,358.12,1.17,0.0107,1.157481,410.86,3.8,3
577209,15621,2011-11-18 11:49:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,563.28,3.55,566.83,1.17,0.0094,1.159002,652.84,5.29,3
577217,17324,2011-11-18 11:53:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,247.36,1.56,248.92,1.17,0.0094,1.159002,286.69,2.33,31
577218,13117,2011-11-18 12:02:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,143.14,1.55,144.69,1.27,0.0101,1.257173,179.95,1.45,10
577228,12391,2011-11-18 12:07:00,Cyprus,India,Cyprus -> India,GBP,INR,460.89,2.21,463.1,105.0,0.0103,103.9185,47895.0,4.75,100
577230,18034,2011-11-18 12:08:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,158.53,0.84,159.37,355.0,0.0123,350.6335,55585.93,1.95,44
577235,14367,2011-11-18 12:09:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,314.85,1.98,316.83,1.17,0.0094,1.159002,364.91,2.96,14
577252,18034,2011-11-18 12:22:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,264.35,1.4,265.75,355.0,0.0123,350.6335,92689.97,3.25,68
577256,15530,2011-11-18 12:25:00,United Kingdom,India,United Kingdom -> India,GBP,INR,333.62,1.4,335.02,105.0,0.0047,104.5065,34865.46,1.57,14
577258,16764,2011-11-18 12:27:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,222.43,1.82,224.25,5.05,0.0123,4.987885,1109.46,2.74,64
577286,14606,2011-11-18 12:39:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,129.14,1.89,131.03,1.17,0.0107,1.157481,149.48,1.38,32
577289,12931,2011-11-18 12:39:00,United Kingdom,India,United Kingdom -> India,GBP,INR,444.96,1.87,446.83,105.0,0.0047,104.5065,46501.21,2.09,2
577295,12682,2011-11-18 12:46:00,France,USA,France -> USA,GBP,USD,374.68,1.9,376.58,1.27,0.0123,1.254379,469.99,4.61,10
577296,17286,2011-11-18 12:47:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,153.92,1.46,155.38,1150.0,0.0051,1144.135,176105.26,0.78,45
577297,14593,2011-11-18 12:48:00,United Kingdom,India,United Kingdom -> India,GBP,INR,278.4,1.37,279.77,105.0,0.0047,104.5065,29094.61,1.31,88
577298,14299,2011-11-18 12:49:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,525.55,2.21,527.76,15.5,0.0124,15.3078,8045.01,6.52,18
577299,12498,2011-11-18 12:52:00,Germany,USA,Germany -> USA,GBP,USD,126.0,0.93,126.93,1.27,0.0067,1.261491,158.95,0.84,8
577300,16924,2011-11-18 12:53:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,323.1,2.23,325.33,71.0,0.0075,70.4675,22768.05,2.42,35
577301,12498,2011-11-18 12:53:00,Germany,USA,Germany -> USA,GBP,USD,30.45,0.63,31.08,1.27,0.0067,1.261491,38.41,0.2,2
577302,17904,2011-11-18 12:57:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,191.67,1.42,193.09,71.0,0.0075,70.4675,13506.51,1.44,38
577303,14390,2011-11-18 13:02:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,974.81,8.68,983.49,1.17,0.0107,1.157481,1128.32,10.43,40
577308,15088,2011-11-18 13:14:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,295.88,1.97,297.85,15.5,0.0124,15.3078,4529.27,3.67,17
577309,15933,2011-11-18 13:14:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,379.19,3.37,382.56,1.17,0.0107,1.157481,438.91,4.06,27
577310,13516,2011-11-18 13:15:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,769.0,6.31,775.31,5.05,0.0123,4.987885,3835.68,9.46,6
577311,18225,2011-11-18 13:16:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,110.22,1.39,111.61,1.17,0.0094,1.159002,127.75,1.04,21
577312,17049,2011-11-18 13:18:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,738.18,5.39,743.57,139.0,0.009,137.749,101683.56,6.64,37
577313,14342,2011-11-18 13:21:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,157.78,1.89,159.67,1.17,0.0107,1.157481,182.63,1.69,5
577314,12444,2011-11-18 13:23:00,Norway,USA,Norway -> USA,GBP,USD,936.64,7.77,944.41,1.27,0.0128,1.253744,1174.31,11.99,34
577315,17811,2011-11-18 13:25:00,United Kingdom,India,United Kingdom -> India,GBP,INR,219.92,1.37,221.29,105.0,0.0047,104.5065,22983.07,1.03,43
577316,12578,2011-11-18 13:30:00,Italy,USA,Italy -> USA,GBP,USD,1185.85,7.35,1193.2,1.27,0.0043,1.264539,1499.55,5.1,44
577317,16426,2011-11-18 13:33:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,197.74,1.39,199.13,1.17,0.0094,1.159002,229.18,1.86,52
577318,17675,2011-11-18 13:42:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,1072.73,4.61,1077.34,1.27,0.0101,1.257173,1348.61,10.83,24
577319,17301,2011-11-18 13:43:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,197.63,1.62,199.25,5.05,0.0123,4.987885,985.76,2.43,66
577320,13880,2011-11-18 13:44:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,396.65,2.74,399.39,71.0,0.0075,70.4675,27950.93,2.97,25
577321,15311,2011-11-18 13:44:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,266.91,2.19,269.1,5.05,0.0123,4.987885,1331.32,3.28,10
577322,17888,2011-11-18 13:45:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,72.0,0.81,72.81,1150.0,0.0051,1144.135,82377.72,0.37,1
577324,16463,2011-11-18 14:01:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,303.01,1.61,304.62,355.0,0.0123,350.6335,106245.46,3.73,22
577325,13094,2011-11-18 14:07:00,United Kingdom,India,United Kingdom -> India,GBP,INR,152.64,1.37,154.01,105.0,0.0047,104.5065,15951.87,0.72,2
577326,14646,2011-11-18 14:08:00,Netherlands,Philippines,Netherlands -> Philippines,GBP,PHP,166.0,1.69,167.69,71.0,0.0067,70.5243,11707.03,1.11,2
577328,14088,2011-11-18 14:14:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,188.7,1.55,190.25,1.27,0.0101,1.257173,237.23,1.91,2
577329,17779,2011-11-18 14:15:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,169.06,1.39,170.45,1.17,0.0094,1.159002,195.94,1.59,16
577331,14667,2011-11-18 14:23:00,United Kingdom,India,United Kingdom -> India,GBP,INR,467.57,1.96,469.53,105.0,0.0047,104.5065,48864.1,2.2,45
577332,13013,2011-11-18 14:25:00,United Kingdom,India,United Kingdom -> India,GBP,INR,297.65,1.37,299.02,105.0,0.0047,104.5065,31106.36,1.4,12
577333,14868,2011-11-18 14:40:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,370.14,3.29,373.43,1.17,0.0107,1.157481,428.43,3.96,17
577334,15368,2011-11-18 14:42:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,446.94,3.66,450.6,5.05,0.0123,4.987885,2229.29,5.5,4
577335,14285,2011-11-18 14:50:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,355.98,2.92,358.9,5.05,0.0123,4.987885,1775.59,4.38,5
577336,14793,2011-11-18 14:50:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,228.99,1.55,230.54,1.27,0.0101,1.257173,287.88,2.31,14
577337,15494,2011-11-18 14:51:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,171.85,1.97,173.82,15.5,0.0124,15.3078,2630.65,2.13,37
577338,17650,2011-11-18 14:52:00,United Kingdom,India,United Kingdom -> India,GBP,INR,166.08,1.37,167.45,105.0,0.0047,104.5065,17356.44,0.78,8
577341,16279,2011-11-18 15:00:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,778.6,3.35,781.95,1.27,0.0101,1.257173,978.83,7.86,44
577344,12437,2011-11-18 15:14:00,France,Portugal,France -> Portugal,GBP,EUR,198.6,1.61,200.21,1.17,0.0129,1.154907,229.36,2.56,10
577347,13960,2011-11-18 15:27:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,102.12,1.44,103.56,5.05,0.0123,4.987885,509.36,1.26,8
577352,14820,2011-11-18 15:41:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,126.0,1.03,127.03,5.8,0.0141,5.71822,720.5,1.78,6
577355,14911,2011-11-18 15:53:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,785.56,3.14,788.7,1150.0,0.0127,1135.395,891920.9,9.98,44
577356,16350,2011-11-18 15:53:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,114.6,1.89,116.49,1.17,0.0107,1.157481,132.65,1.23,4
577357,13098,2011-11-18 15:54:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,867.64,7.11,874.75,5.05,0.0123,4.987885,4327.69,10.67,13
577359,14903,2011-11-18 16:07:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,398.81,1.97,400.78,15.5,0.0124,15.3078,6104.9,4.95,61
577361,13012,2011-11-18 16:13:00,United Kingdom,India,United Kingdom -> India,GBP,INR,15.0,1.37,16.37,105.0,0.0047,104.5065,1567.6,0.07,1
577365,17063,2011-11-18 16:19:00,United Kingdom,India,United Kingdom -> India,GBP,INR,366.17,1.54,367.71,105.0,0.0047,104.5065,38267.15,1.72,16
577382,17961,2011-11-18 16:48:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,12.4,1.39,13.79,1.17,0.0094,1.159002,14.37,0.12,3
577387,17961,2011-11-18 16:55:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,4.25,1.39,5.64,1.17,0.0094,1.159002,4.93,0.04,1
577393,14031,2011-11-18 17:06:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,2068.09,12.2,2080.29,200.0,0.014,197.2,407827.35,28.95,22
577396,17621,2011-11-18 17:11:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,478.12,3.92,482.04,5.05,0.0123,4.987885,2384.81,5.88,11
577400,16201,2011-11-18 17:20:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,571.24,4.17,575.41,139.0,0.009,137.749,78687.74,5.14,31
577402,15465,2011-11-20 10:11:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,786.44,3.3,789.74,15.5,0.0124,15.3078,12038.67,9.75,9
577403,13988,2011-11-20 10:15:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,462.44,3.38,465.82,139.0,0.009,137.749,63700.65,4.16,27
577404,17243,2011-11-20 10:16:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,450.12,3.69,453.81,5.8,0.0141,5.71822,2573.89,6.35,19
577405,14116,2011-11-20 10:29:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,212.92,1.55,214.47,1.27,0.0101,1.257173,267.68,2.15,8
577406,12702,2011-11-20 10:36:00,Germany,India,Germany -> India,GBP,INR,219.0,1.95,220.95,105.0,0.0138,103.551,22677.67,3.02,12
577407,14739,2011-11-20 10:37:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,509.96,2.14,512.1,15.5,0.0124,15.3078,7806.37,6.32,10
577408,14805,2011-11-20 10:51:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,110.95,1.42,112.37,71.0,0.0075,70.4675,7818.37,0.83,9
577409,16779,2011-11-20 10:53:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,882.86,4.68,887.54,355.0,0.0123,350.6335,309560.29,10.86,17
577410,14664,2011-11-20 10:59:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,248.85,2.21,251.06,1.17,0.0107,1.157481,288.04,2.66,33
577411,17387,2011-11-20 11:00:00,United Kingdom,India,United Kingdom -> India,GBP,INR,437.67,1.84,439.51,105.0,0.0047,104.5065,45739.36,2.06,58
577429,14881,2011-11-20 11:06:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,255.4,1.97,257.37,15.5,0.0124,15.3078,3909.61,3.17,17
577438,18118,2011-11-20 11:09:00,United Kingdom,India,United Kingdom -> India,GBP,INR,209.31,1.37,210.68,105.0,0.0047,104.5065,21874.26,0.98,49
577440,14477,2011-11-20 11:11:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,345.4,2.04,347.44,200.0,0.014,197.2,68112.88,4.84,3
577443,12971,2011-11-20 11:16:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,172.8,1.64,174.44,1150.0,0.0051,1144.135,197706.53,0.88,3
577469,15009,2011-11-20 11:25:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,320.38,3.04,323.42,1150.0,0.0051,1144.135,366557.97,1.63,67
577472,14503,2011-11-20 11:28:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,1051.84,9.36,1061.2,1.17,0.0107,1.157481,1217.48,11.25,36
577473,15919,2011-11-20 11:28:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,369.17,1.96,371.13,355.0,0.0123,350.6335,129443.37,4.54,94
577474,12778,2011-11-20 11:30:00,Netherlands,USA,Netherlands -> USA,GBP,USD,158.24,1.23,159.47,1.27,0.0058,1.262634,199.8,0.92,8
577475,15152,2011-11-20 11:30:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,439.8,2.33,442.13,355.0,0.0123,350.6335,154208.61,5.41,30
577476,12540,2011-11-20 11:31:00,Spain,Poland,Spain -> Poland,GBP,PLN,888.27,5.24,893.51,5.05,0.0077,5.011115,4451.22,6.84,27
577477,14157,2011-11-20 11:32:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,155.71,1.97,157.68,15.5,0.0124,15.3078,2383.58,1.93,9
577478,15963,2011-11-20 11:33:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,190.72,1.56,192.28,5.8,0.0141,5.71822,1090.58,2.69,10
577479,14911,2011-11-20 11:34:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,917.54,3.67,921.21,1150.0,0.0127,1135.395,1041770.33,11.65,41
577480,14525,2011-11-20 11:37:00,United Kingdom,India,United Kingdom -> India,GBP,INR,996.62,4.19,1000.81,105.0,0.0047,104.5065,104153.27,4.68,66
577482,16762,2011-11-20 11:43:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,613.78,5.83,619.61,1150.0,0.0051,1144.135,702247.18,3.13,55
577483,14502,2011-11-20 11:50:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,351.13,3.34,354.47,1150.0,0.0051,1144.135,401740.12,1.79,84
577484,13536,2011-11-20 11:52:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,492.94,4.68,497.62,1150.0,0.0051,1144.135,563989.91,2.51,23
577485,16360,2011-11-20 11:56:00,United Kingdom,India,United Kingdom -> India,GBP,INR,735.84,3.09,738.93,105.0,0.0047,104.5065,76900.06,3.46,147
577487,15061,2011-11-20 12:00:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,333.36,3.17,336.53,1150.0,0.0051,1144.135,381408.84,1.7,5
577488,13090,2011-11-20 12:00:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,575.76,5.12,580.88,1.17,0.0107,1.157481,666.43,6.16,11
577490,16464,2011-11-20 12:11:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,316.43,1.99,318.42,1.17,0.0094,1.159002,366.74,2.97,56
577491,14595,2011-11-20 12:12:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,125.99,1.44,127.43,5.05,0.0123,4.987885,628.42,1.55,6
577492,16900,2011-11-20 12:13:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,125.48,1.39,126.87,1.17,0.0094,1.159002,145.43,1.18,8
577493,17323,2011-11-20 12:13:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,220.05,1.97,222.02,15.5,0.0124,15.3078,3368.48,2.73,50
577494,16506,2011-11-20 12:17:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,35.1,1.76,36.86,139.0,0.009,137.749,4834.99,0.32,1
577495,14704,2011-11-20 12:20:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,237.4,1.76,239.16,139.0,0.009,137.749,32701.61,2.14,65
577496,16784,2011-11-20 12:20:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,107.6,1.44,109.04,5.05,0.0123,4.987885,536.7,1.32,3
577497,17555,2011-11-20 12:22:00,United Kingdom,India,United Kingdom -> India,GBP,INR,287.81,1.37,289.18,105.0,0.0047,104.5065,30078.02,1.35,57
577498,15906,2011-11-20 12:22:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,155.38,0.92,156.3,200.0,0.014,197.2,30640.94,2.18,17
577499,15906,2011-11-20 12:24:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,24.11,0.53,24.64,200.0,0.014,197.2,4754.49,0.34,9
577500,14052,2011-11-20 12:30:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,225.36,1.42,226.78,1.17,0.0094,1.159002,261.19,2.12,56
577501,14075,2011-11-20 12:32:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,317.56,2.0,319.56,1.17,0.0094,1.159002,368.05,2.99,17
577502,12598,2011-11-20 12:34:00,France,India,France -> India,GBP,INR,576.29,6.68,582.97,105.0,0.0135,103.5825,59693.56,7.78,26
577503,18110,2011-11-20 12:34:00,United Kingdom,India,United Kingdom -> India,GBP,INR,236.3,1.37,237.67,105.0,0.0047,104.5065,24694.89,1.11,46
577504,14159,2011-11-20 12:36:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,847.82,8.05,855.87,1150.0,0.0051,1144.135,970020.54,4.32,198
577505,13118,2011-11-20 12:37:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,378.31,3.37,381.68,1.17,0.0107,1.157481,437.89,4.05,30
577506,13212,2011-11-20 12:40:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,496.61,4.72,501.33,1150.0,0.0051,1144.135,568188.88,2.53,86
577507,14710,2011-11-20 12:42:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,232.09,1.37,233.46,200.0,0.014,197.2,45768.15,3.25,58
577508,18127,2011-11-20 12:45:00,United Kingdom,India,United Kingdom -> India,GBP,INR,185.34,1.37,186.71,105.0,0.0047,104.5065,19369.23,0.87,34
577510,13118,2011-11-20 12:46:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,19.8,1.89,21.69,1.17,0.0107,1.157481,22.92,0.21,1
577511,17561,2011-11-20 12:53:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,167.62,1.37,168.99,5.8,0.0141,5.71822,958.49,2.36,46
577512,12523,2011-11-20 12:55:00,France,Ghana,France -> Ghana,GBP,GHS,262.42,1.89,264.31,15.5,0.011,15.3295,4022.77,2.89,13
577514,16212,2011-11-20 13:00:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,192.19,1.76,193.95,139.0,0.009,137.749,26473.98,1.73,11
577515,13427,2011-11-20 13:02:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,117.74,0.82,118.56,355.0,0.0123,350.6335,41283.59,1.45,6
577516,16533,2011-11-20 13:08:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,107.7,0.88,108.58,5.8,0.0141,5.71822,615.85,1.52,33
577517,16710,2011-11-20 13:16:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,360.05,2.48,362.53,71.0,0.0075,70.4675,25371.82,2.7,52
